aFec,bFec,qFec,sC,segg,spg,scoregg,Rec12,Bsp12,Bsp13,Bsp14,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,ark,brk,sigRrk,scorrk,nllRrk,abh,bbh,sigRbh,scorbh,nllRbh,ahs,bhs,ghs,sigRhs,scorhs,nllRhs,neglnL,Rec1982,Rec2001,SSB1982,SSB2001,Bloss
0.94204,0.93802,0.99991,0.25788,0.56799,0.53645,0.4379,9834700,2139900,2147200,2062300,7154300,1620000,930650,1544100,2711800,977680,433690,354410,388710,3803800,0.0044792,0.022438,0.025049,0.03092,0.047604,0.051952,0.050212,0.053364,0.065289,0.065665,0.068646,4.8328,4.631E-07,0.61618,0.49575,27.107,5273300,970580,0.63952,0.53492,28.185,1.7228,1008100,2434.3,0.6046,0.48149,26.557,128.69,72218000,23627000,2467700,836650,836650
0.90034,1.0804,1.4776,0.22594,0.51782,0.56993,0.50257,885570,1664600,1280200,999530,524940,145710,99500,217420,442480,189550,94516,103240,153130,3607800,0.02002,0.12589,0.12658,0.1471,0.13244,0.15554,0.13489,0.15033,0.097587,0.085039,0.069973,3.3169,4.8957E-07,0.94415,0.80956,39.482,4451200,1478000,0.95813,0.8113,39.909,1.0197,1131400,2163.9,0.91524,0.79841,38.581,119.37,68635000,23577000,1503000,845740,845740
0.77644,1.7614,1.7818,0.24101,0.50389,0.56872,0.48275,1162800,671690,518140,381600,730240,196950,120240,231110,428220,157850,69861,55510,69660,1038100,0.018701,0.10261,0.10997,0.15269,0.15535,0.17806,0.18778,0.20092,0.234,0.18263,0.15754,2.2845,2.8035E-07,0.75718,0.70161,33.083,4720500,1734900,0.75742,0.7032,33.092,0.81477,1909300,1556.9,0.7565,0.69193,33.057,121.94,55068000,14900000,1605900,544160,381600
0.82825,1.1033,2.3665,0.24095,0.63679,0.55204,0.4921,3442900,743730,698480,608640,2419200,555490,290580,544070,997470,352580,138950,117810,127930,977460,0.010594,0.046002,0.06427,0.096088,0.091484,0.10495,0.11312,0.16058,0.13085,0.16948,0.18777,3.2417,4.0197E-07,0.64467,0.54585,28.418,3233300,487330,0.63625,0.54945,28.037,1.1007,1322200,1624.3,0.67502,0.5583,29.752,128.01,61111000,14512000,1660400,483410,483410
0.82431,1.5351,1.2229,0.23998,0.51219,0.54358,0.65067,2547800,1001200,860440,719560,1756100,409840,241160,472860,824000,285400,126180,114270,136710,1736700,0.011999,0.05795,0.071572,0.095698,0.091522,0.12658,0.1564,0.13164,0.11521,0.12735,0.11878,2.759,3.4657E-07,0.70285,0.64568,30.923,3040800,437570,0.69249,0.642,30.493,0.84084,1996300,1829.2,0.72539,0.65607,31.839,120.97,68916000,17407000,1493900,574290,574290
0.75162,1.809,1.9026,0.2298,0.57563,0.54119,0.67166,1631300,513410,410860,311410,1077200,267350,143040,280890,476040,171550,67799,56352,67862,621080,0.016659,0.083155,0.092635,0.15802,0.13104,0.1958,0.18343,0.24071,0.20202,0.20339,0.23839,2.492,3.0425E-07,0.68357,0.61475,30.117,4529600,1501800,0.68491,0.62047,30.174,0.87412,1904900,1582.6,0.69052,0.60334,30.41,119.22,60508000,13468000,1666300,491270,311410
0.88067,1.2242,1.2727,0.23396,0.52057,0.53281,0.43629,2522300,1869600,1600300,1365200,1737300,443440,276290,574910,1091800,439330,204520,200230,265920,3876500,0.010567,0.055906,0.062784,0.075422,0.074203,0.08627,0.075962,0.094867,0.067241,0.062144,0.067648,4.0635,5.009E-07,0.74947,0.69628,32.786,3302200,294020,0.73471,0.6849,32.209,1.3283,1029700,2215.6,0.72062,0.67507,31.648,119.28,69309000,24471000,1714800,796650,796650
0.74179,1.7876,1.7235,0.23388,0.54315,0.53131,0.67195,724920,531340,367610,241600,406020,108530,61088,124650,232890,84647,36162,34597,46725,773640,0.025448,0.16257,0.17056,0.22908,0.20749,0.23665,0.27019,0.29834,0.23639,0.21497,0.19674,1.7601,1.7992E-07,0.7873,0.71879,34.214,7387400,4083600,0.78942,0.71951,34.292,0.70814,2267800,1713.6,0.77447,0.7061,33.738,119.53,63243000,13956000,1791300,579570,241600
0.8422,1.3662,1.4528,0.23299,0.53016,0.54093,0.48362,1002300,950590,737940,552630,611400,191630,117630,231280,446860,178860,84243,84231,111350,1701000,0.018969,0.11716,0.11155,0.14261,0.15194,0.16382,0.14648,0.17042,0.12697,0.12613,0.12739,1.8274,2.1015E-07,0.78434,0.73124,34.105,4771100,2111400,0.78383,0.73215,34.086,0.64143,2741500,2150.6,0.78574,0.72693,34.156,119.03,78200000,17387000,2042300,694410,552630
0.84946,1.5066,1.3632,0.24368,0.54064,0.52749,0.35971,2969700,1361800,1205100,1050500,2068700,551920,324130,623200,1160400,419690,197440,169790,211660,2490000,0.009746,0.056181,0.047138,0.076221,0.079015,0.087281,0.1028,0.092722,0.094981,0.083943,0.099068,3.2444,4.0204E-07,0.68733,0.63936,30.276,2759000,18835,0.6633,0.62294,29.244,0.8137,2160200,2027.8,0.73457,0.66632,32.204,121.46,65542000,20112000,1998200,688820,688820
0.82858,1.4587,1.6092,0.24402,0.54834,0.56474,0.74762,1360200,540810,423700,316370,876390,213660,144180,263590,461850,170670,64012,54791,67558,682280,0.01736,0.097584,0.10892,0.12154,0.1528,0.18188,0.18188,0.2759,0.20462,0.18057,0.22448,2.3707,2.8605E-07,0.69728,0.64615,30.693,4665200,1656400,0.69918,0.65032,30.772,0.86181,1886400,1607.8,0.69834,0.63625,30.737,123.18,66667000,13779000,1376500,470270,316370
0.90741,0.806,1.1603,0.25084,0.53897,0.53934,0.42326,3848700,2185300,1928600,1694000,2719800,632060,379060,767860,1513400,597960,289800,276480,336400,4465200,0.0083244,0.041092,0.049894,0.057953,0.056441,0.065689,0.066975,0.061549,0.057786,0.06869,0.063723,4.2471,4.6071E-07,0.69979,0.6405,30.797,3615900,298110,0.6909,0.63098,30.426,1.2386,1254600,2569.6,0.67896,0.62065,29.921,128.61,73251000,26395000,2344100,995660,995660
0.8805,1.1018,1.2376,0.25986,0.49727,0.53643,0.39226,3823200,1611100,1434300,1261400,2700900,642130,400160,705150,1249500,437950,189000,170830,216210,3237700,0.0087068,0.040952,0.048717,0.069505,0.078338,0.098887,0.10294,0.10666,0.080169,0.07591,0.066761,3.6434,4.427E-07,0.69473,0.63816,30.586,3032500,33231,0.67208,0.61652,29.625,0.82311,2089700,2104.5,0.75394,0.67959,32.958,126.21,68062000,22218000,1798500,734780,734780
0.8435,1.5987,1.441,0.23962,0.4859,0.54678,0.56809,1051100,767490,595140,446800,647530,191700,107490,218650,435120,171110,73357,67674,90935,1282400,0.019498,0.1208,0.11052,0.16563,0.14831,0.15426,0.15951,0.22057,0.16577,0.14214,0.14788,2.1791,2.6871E-07,0.78672,0.7255,34.193,4435000,1621500,0.78583,0.72668,34.16,0.76151,2080300,1683.8,0.788,0.71879,34.24,120.81,58999000,15638000,1680400,587170,446800
0.82687,1.4233,2.3444,0.22675,0.60026,0.56796,0.63966,994940,638050,481800,352010,605930,164190,99438,202760,380850,144420,63995,60262,78010,960460,0.020372,0.13014,0.12444,0.17422,0.15106,0.18757,0.18083,0.22409,0.17015,0.17201,0.18057,2.1151,2.5283E-07,0.75865,0.70703,33.139,4880700,1979400,0.7595,0.70859,33.171,0.77504,2107900,1668.1,0.75664,0.70007,33.062,120.46,67558000,14950000,1385900,497120,352010
0.86519,1.3534,1.3688,0.23126,0.54292,0.54516,0.44131,1978000,1177600,987650,814340,1334000,366100,220820,408880,768850,293760,134870,121830,149250,2211300,0.013031,0.067166,0.067873,0.10712,0.11204,0.11789,0.11526,0.12456,0.11019,0.12178,0.095384,2.1991,2.5748E-07,0.71648,0.67385,31.481,3593900,888290,0.71024,0.67298,31.227,0.69182,2649600,2300.5,0.73348,0.67956,32.16,119.25,85228000,18879000,1985900,725310,725310
0.82176,1.2598,1.5013,0.22596,0.56131,0.53988,0.73949,1361600,635740,506240,382810,877440,242160,148600,276290,481190,165960,74176,69775,79339,924610,0.016917,0.096272,0.096042,0.13316,0.14814,0.18162,0.19831,0.19042,0.14649,0.19836,0.18293,2.2228,2.6459E-07,0.69673,0.65286,30.67,4577000,1687700,0.69771,0.65644,30.711,0.79357,2126400,1793.9,0.70118,0.64634,30.854,119.52,72048000,14777000,1637300,517410,382810
0.90048,1.2152,1.3754,0.25362,0.42271,0.56371,0.29683,726160,1149800,863730,653320,406940,126540,83441,164740,351420,131650,62149,68210,95667,2344600,0.022602,0.16252,0.1295,0.16146,0.18957,0.16482,0.20381,0.21244,0.12235,0.12789,0.08933,2.1731,3.0981E-07,0.92339,0.80312,38.838,2430000,262840,0.91151,0.80117,38.462,0.64503,2422800,1900.1,0.94024,0.80502,39.362,123.84,64813000,19249000,1501500,705690,653320
0.90378,1.2651,1.0393,0.24296,0.45496,0.52872,0.355,2147200,1534500,1273000,1067100,1459400,338990,220580,428090,819460,327230,144980,137340,180690,3168800,0.012798,0.066176,0.077155,0.089491,0.10046,0.10414,0.10679,0.13333,0.096704,0.084337,0.07326,2.6765,3.3783E-07,0.78166,0.71576,34.005,2718400,23877,0.76232,0.70651,33.279,0.66825,2706600,2304.6,0.81491,0.72676,35.214,121.43,72026000,21368000,2093800,898530,898530
0.86233,1.1534,1.1177,0.22915,0.46366,0.57347,0.42578,2160500,1748100,1469600,1240900,1469200,379660,228370,469750,909910,352420,169740,168480,228320,3710900,0.012151,0.066433,0.070606,0.093395,0.080189,0.099582,0.10338,0.099593,0.072815,0.07014,0.066481,2.8109,3.4952E-07,0.78471,0.72576,34.118,2894300,144550,0.75566,0.70362,33.024,0.6856,2582000,2424.6,0.84113,0.75457,36.132,120.64,89384000,23803000,1457700,769830,769830
0.80483,1.5909,1.2877,0.2308,0.43498,0.57253,0.26704,650110,1262900,927170,690930,350650,107450,63706,132010,265680,112880,57924,64451,99548,2627600,0.024996,0.17611,0.1472,0.21835,0.19314,0.20759,0.18995,0.19506,0.12772,0.11406,0.089535,2.4357,3.7753E-07,0.98066,0.82483,40.583,5562100,2477000,0.98864,0.82167,40.818,0.96189,1110200,1967.4,0.96306,0.82212,40.058,118.42,57346000,20134000,1852600,847370,690930
0.75826,1.6227,1.2042,0.22946,0.57428,0.55835,0.58288,5390000,1295500,1264800,1168200,3861600,934160,519190,957090,1628800,569760,248220,206410,228900,2119900,0.0069221,0.034076,0.038973,0.058543,0.057764,0.079603,0.088315,0.086089,0.08986,0.10714,0.10573,3.2854,3.6092E-07,0.62814,0.54061,27.664,2925800,110590,0.60868,0.51998,26.752,0.94439,1921300,2171.4,0.67749,0.58857,29.858,121.96,87504000,18460000,1591100,578560,578560
0.7682,1.6904,1.6471,0.23363,0.48529,0.5466,0.41765,1431400,867910,674660,521350,929190,209930,119240,230570,437750,166400,73146,72475,97425,1571600,0.018523,0.092259,0.11984,0.16121,0.14946,0.1732,0.17189,0.19428,0.13767,0.13818,0.12552,2.2041,2.7752E-07,0.79046,0.71691,34.33,3807600,1184900,0.78704,0.71774,34.205,0.73023,2300900,1797.4,0.79702,0.71383,34.57,118.73,66457000,16777000,1538600,596520,521350
0.76983,1.9103,1.361,0.24263,0.64181,0.53984,0.44396,6562800,1874900,1811600,1687000,4730400,1131500,635700,1154600,2079400,729680,322690,285600,336170,3468400,0.0058579,0.030857,0.033645,0.04707,0.049107,0.063159,0.065434,0.072379,0.058259,0.068198,0.073313,4.7185,5.0197E-07,0.62955,0.53605,27.729,3820500,217010,0.62349,0.52728,27.449,1.7179,916050,2203.5,0.60881,0.50811,26.758,124.06,64332000,22822000,2306200,758860,758860
0.72447,2.0708,1.5249,0.24993,0.51842,0.55121,0.60921,466320,611580,400950,255360,214740,58269,35671,72080,133470,53814,25617,27581,36472,1002600,0.031085,0.24169,0.2347,0.28731,0.27809,0.30771,0.29175,0.31513,0.24112,0.26086,0.15716,1.4565,1.1313E-07,0.87893,0.77333,37.407,6140100,2944800,0.89243,0.78206,37.849,0.64502,2324900,1746.3,0.86652,0.76841,36.994,124.55,58660000,14772000,1972800,659480,255360
0.95109,1.036,0.99179,0.23765,0.48948,0.57181,0.54157,1093400,2594400,2043900,1673700,678850,178480,118220,257600,551180,251070,139760,154390,242710,6164500,0.018053,0.10959,0.10911,0.13252,0.12186,0.12037,0.095698,0.090675,0.069976,0.05118,0.045566,6.0535,6.4609E-07,0.92145,0.78704,38.777,4978900,1496100,1.0132,0.8266,41.529,0.97644,1349700,2723.2,0.94252,0.80389,39.432,124.56,80138000,31656000,1529600,1114500,1114500
0.85987,1.0648,1.242,0.23002,0.49732,0.56855,0.45415,710090,1013000,738310,531500,395040,121310,81852,174210,331110,132980,63132,66764,87282,1856600,0.02248,0.15786,0.13358,0.1645,0.16185,0.20261,0.18715,0.2088,0.13718,0.15776,0.11884,1.4551,1.443E-07,0.84998,0.76435,36.435,7032400,4537300,0.85106,0.76452,36.472,0.56467,3001900,2349.7,0.84192,0.75745,36.159,122.2,76311000,17919000,2595600,878860,531500
0.75287,1.8197,1.2096,0.237,0.64263,0.55408,0.69202,7722900,1131600,1190300,1149200,5589900,1286300,640990,1131100,1945200,640610,263260,205970,223420,1545600,0.0059153,0.027187,0.032936,0.056979,0.054997,0.068652,0.092758,0.092755,0.10195,0.1148,0.14779,4.5339,5.2276E-07,0.6206,0.48973,27.314,2771300,2137.5,0.60351,0.47804,26.505,2.4012,576120,1662.9,0.60353,0.47815,26.505,123.69,58597000,16377000,1669200,500620,500620
0.89208,1.1129,1.2332,0.22865,0.50608,0.5473,0.40792,1095100,1862700,1471900,1182500,680090,199650,128060,280800,571150,249170,121280,128240,187210,4115800,0.017318,0.10702,0.099604,0.13095,0.11049,0.12682,0.10669,0.13513,0.084256,0.074759,0.062742,3.3028,4.4892E-07,0.90842,0.79664,38.364,4254300,1244500,0.91592,0.79538,38.602,0.92806,1365000,2430.6,0.88453,0.78672,37.591,119,69496000,24480000,2053300,1044900,1044900
0.87623,1.367,1.2698,0.23969,0.40403,0.58093,0.27894,500770,1237100,881290,627760,240200,78737,49070,102140,201700,97121,52230,60664,94053,2480400,0.027992,0.21715,0.17879,0.2318,0.21848,0.2488,0.18106,0.19865,0.1338,0.12148,0.10119,1.9095,2.7559E-07,1.0102,0.83687,41.444,4790400,2064600,1.0107,0.83458,41.459,0.57532,2661000,2071,1.0255,0.83803,41.88,120.94,70757000,20186000,1519300,787850,627760
0.71443,2.1224,2.0682,0.22992,0.58532,0.58952,0.51686,3002200,616320,580880,504860,2092700,484210,278990,514230,892650,292610,114860,90032,98094,749850,0.011161,0.055454,0.068313,0.089134,0.095828,0.12974,0.15549,0.18514,0.18007,0.17664,0.21233,3.295,4.1766E-07,0.64258,0.55054,28.324,3436000,622240,0.63803,0.55658,28.117,1.0396,1613100,1457.5,0.66773,0.55789,29.437,123.14,56325000,13606000,1461900,442620,442620
0.90175,0.98931,1.7794,0.23854,0.49998,0.54431,0.38144,1705100,803060,644340,505800,1131900,259840,157630,282760,515300,191000,83045,75252,93308,1371500,0.016314,0.077295,0.10263,0.12595,0.15886,0.1563,0.16586,0.17682,0.15898,0.15131,0.13322,2.4109,3.0425E-07,0.74317,0.68165,32.541,3860500,1115800,0.74046,0.68353,32.435,0.79021,2121600,1692.1,0.75087,0.67677,32.84,121.42,60385000,15984000,1649200,573320,505800
0.88294,1.4326,2.289,0.23805,0.68748,0.53007,0.82246,777720,350860,234630,147250,445100,115300,65922,128550,232930,80982,31727,31963,40108,341070,0.02489,0.16248,0.16104,0.22862,0.21525,0.25207,0.27837,0.34951,0.21668,0.26133,0.32954,1.9925,2.2431E-07,0.71026,0.64877,31.228,5978900,2835900,0.71423,0.65308,31.389,0.77561,2142700,1682.9,0.70406,0.63197,30.973,123.92,69204000,12663000,1693600,478320,147250
0.81215,1.6788,1.4447,0.24203,0.54923,0.53732,0.73288,1120100,574610,423670,303380,698620,170840,91365,170840,288770,104040,42987,41465,51474,914460,0.021531,0.11146,0.1315,0.19842,0.19688,0.25059,0.24042,0.27363,0.19572,0.22758,0.16442,1.9825,2.2293E-07,0.75597,0.68793,33.036,5939400,2775600,0.75797,0.68965,33.113,0.74797,2167300,1697.6,0.74995,0.6732,32.805,121.57,59752000,14234000,1919400,588120,303380
0.77599,1.8523,2.4828,0.23832,0.69459,0.55544,0.7478,1145800,427130,316040,214720,717610,198160,109680,212330,338780,105410,41545,37891,46651,477640,0.019585,0.10765,0.1081,0.17999,0.16496,0.25344,0.28693,0.29947,0.21455,0.23393,0.26916,2.3013,2.7543E-07,0.69703,0.63444,30.682,5261700,2074200,0.70015,0.63862,30.812,0.89271,1632800,1563.4,0.69499,0.62162,30.597,124.94,54979000,13049000,2004400,509990,214720
0.81775,1.5203,2.197,0.22626,0.63587,0.53373,0.68921,1355100,520610,413740,309480,872640,224730,140170,272650,491640,162860,65737,60682,66914,628530,0.017168,0.099236,0.10202,0.13391,0.13842,0.17158,0.21711,0.24249,0.1662,0.22891,0.23572,2.3196,0.000000277,0.68164,0.62135,30.035,4739900,1734300,0.68375,0.62677,30.124,0.8344,2003400,1691.8,0.68708,0.61103,30.265,118.64,66572000,13676000,1725700,497530,309480
0.8504,1.3413,1.0825,0.25243,0.4395,0.59998,0.40224,579250,1906800,1393100,1046200,298230,77162,55180,119450,234830,118870,67482,84444,141790,4198700,0.026509,0.18451,0.19783,0.19885,0.19229,0.22832,0.15147,0.15537,0.096062,0.075001,0.074964,5.542,7.1295E-07,1.0441,0.8398,42.4,5131300,1899000,1.1131,0.8545,44.255,0.84947,1359400,2363.3,1.0469,0.84326,42.477,126.32,61958000,25804000,1910200,1113300,1046200
0.87482,1.1351,0.97132,0.23452,0.50308,0.54083,0.50228,2880100,1658200,1467200,1279400,2002300,564320,354490,662600,1289300,474270,218570,200490,236730,3250600,0.009269,0.053998,0.046748,0.064073,0.074057,0.074542,0.094299,0.094992,0.071065,0.089392,0.074274,3.1512,3.7143E-07,0.69521,0.65509,30.607,2998400,5658.3,0.67417,0.63881,29.715,1.2983,1091600,2370.1,0.67198,0.63843,29.621,121.6,70293000,22021000,2489300,892540,892540
0.91855,1.1212,0.99941,0.24429,0.51229,0.5317,0.52806,3550800,2218800,1999600,1782300,2499100,698490,442240,851070,1599700,640040,303390,287520,354290,4608700,0.0076996,0.046981,0.042128,0.0528,0.056274,0.063887,0.054742,0.073216,0.051623,0.060475,0.054112,5.1135,5.5483E-07,0.68206,0.63778,30.053,3687800,291230,0.68372,0.64469,30.123,1.4286,1060900,2283.6,0.66684,0.6273,29.398,123.44,70474000,26415000,1617300,808010,808010
0.87125,1.4321,1.8903,0.24151,0.635,0.55261,0.68671,1825800,574340,498510,399730,1221300,372840,205930,377830,618280,218720,93111,70504,77829,738940,0.0139,0.076629,0.067553,0.11294,0.12756,0.16933,0.1675,0.18086,0.20733,0.20283,0.20469,2.4696,2.8975E-07,0.63479,0.58623,27.97,4148700,1268200,0.63588,0.59405,28.02,0.85621,2079500,1888.6,0.65472,0.59269,28.866,124.15,81939000,13603000,1565100,494320,399730
0.84758,1.4978,1.1672,0.24852,0.4757,0.53324,0.35422,1231800,1368000,1106800,888690,781330,234330,141060,313030,623890,252480,127320,126750,162820,2773300,0.016237,0.10004,0.093599,0.12935,0.10766,0.11435,0.11663,0.11704,0.096472,0.112,0.08163,2.2699,2.9393E-07,0.82257,0.75205,35.485,2642800,207180,0.80897,0.74953,35.001,0.64818,2633400,2197.2,0.84323,0.75605,36.204,122.15,70458000,20604000,2068600,815000,815000
0.9886,0.87977,0.93139,0.23737,0.49045,0.53893,0.41331,4451700,2378600,2129200,1900400,3166500,801210,467370,853590,1615100,622500,285730,267130,336830,5143300,0.0075098,0.036389,0.041584,0.057238,0.062001,0.065552,0.063954,0.0709,0.055576,0.05853,0.044529,3.9768,4.1833E-07,0.69831,0.64291,30.736,3868400,371140,0.69288,0.63841,30.509,1.242,1282100,2702,0.67894,0.62351,29.92,124.28,86388000,27492000,1869900,983300,983300
0.80673,1.479,1.0813,0.25051,0.51974,0.5423,0.64885,2258200,1379400,1195700,1012600,1541600,396540,231570,490020,1001200,375930,178300,169200,209200,2636700,0.011779,0.063072,0.073054,0.096844,0.075173,0.083331,0.096912,0.10024,0.086814,0.10021,0.086441,3.1438,4.0852E-07,0.73744,0.68217,32.317,2682600,38217,0.71031,0.66271,31.23,0.79043,2158700,1963.4,0.78325,0.70813,34.064,124.71,67168000,20369000,1631300,648780,648780
0.76409,1.777,1.2558,0.24392,0.53013,0.56488,0.42799,2823300,1662500,1419500,1206500,1960200,499130,297930,574910,1030800,374250,173530,164560,220430,3383100,0.01035,0.050371,0.055104,0.085964,0.078995,0.11451,0.10644,0.097744,0.07394,0.070748,0.074444,4.6563,5.8339E-07,0.72538,0.67968,31.838,5555200,1408500,0.76635,0.69966,33.432,1.364,990700,2029.8,0.70165,0.65955,30.874,123.73,55701000,23244000,2076200,787690,787690
0.82045,1.5918,1.0809,0.23867,0.50546,0.53279,0.55351,2502400,1385800,1201900,1020400,1722500,493630,305320,589290,1013200,385370,173060,151170,191410,2615600,0.010292,0.055953,0.051494,0.082799,0.076814,0.1135,0.10043,0.11455,0.096925,0.088855,0.089327,3.1571,3.9822E-07,0.70656,0.67168,31.076,2793000,56596,0.68557,0.65809,30.202,0.77657,2286500,2038.2,0.74892,0.69252,32.765,120.53,64014000,20257000,2004400,740980,740980
0.87143,1.3977,1.5214,0.23849,0.5121,0.52925,0.37071,1708500,1007400,808870,645230,1134400,272670,167770,330020,597270,226010,98848,98198,120790,1810700,0.015247,0.079771,0.089802,0.10899,0.12476,0.15166,0.14794,0.16814,0.10474,0.13461,0.1195,2.3075,2.8836E-07,0.75887,0.69795,33.148,3445200,832330,0.75279,0.69839,32.914,0.72442,2386300,1955.4,0.77239,0.69827,33.66,119.68,68909000,17755000,1806000,661110,645230
0.80785,1.5917,1.5161,0.23804,0.54628,0.55091,0.60635,1569000,800040,644570,490790,1031000,282620,164140,319390,592230,230170,98670,89393,105000,1197300,0.015434,0.075388,0.086878,0.12339,0.12876,0.14417,0.13833,0.16975,0.14085,0.16193,0.16553,2.1869,2.5799E-07,0.70325,0.65913,30.94,4154200,1398100,0.70228,0.66154,30.9,0.7416,2439900,2021.3,0.7134,0.66044,31.355,120.92,83106000,15852000,1620500,565550,490790
0.79464,1.7911,1.119,0.25184,0.52501,0.53138,0.42605,3582400,1758000,1535200,1337400,2522500,553930,314590,613340,1210100,464570,219440,207100,276140,3538200,0.0097344,0.045128,0.058604,0.085036,0.072783,0.077904,0.075658,0.078762,0.072291,0.065015,0.074889,3.587,4.3091E-07,0.71573,0.64849,31.45,3229500,257370,0.69258,0.6276,30.497,0.77124,2257500,2274.4,0.78386,0.69093,34.087,124.33,70942000,23594000,2056900,789360,789360
0.81109,1.5043,1.3248,0.23299,0.5653,0.53997,0.66791,2860900,888060,822400,717070,1988000,563840,331640,588780,1012100,358530,154460,127380,145140,1358100,0.010103,0.056797,0.053203,0.083176,0.085215,0.11852,0.11599,0.13563,0.12489,0.13556,0.14571,3.0545,3.7345E-07,0.64156,0.58989,28.277,3204300,467390,0.63232,0.58905,27.857,0.91069,1965900,1761.8,0.6723,0.60961,29.635,119.84,66045000,15870000,1676300,530390,530390
0.82098,1.6042,1.3187,0.23253,0.53614,0.53664,0.72071,1254200,742630,592690,450040,797930,244820,144450,272400,500470,187610,89818,81375,95891,1159300,0.017116,0.10171,0.092819,0.12884,0.14597,0.16428,0.16341,0.15475,0.14785,0.16953,0.16415,2.2771,2.7918E-07,0.7311,0.69119,32.066,4294000,1460900,0.73012,0.69309,32.027,0.77603,2178500,1728.3,0.73617,0.68574,32.267,118.96,63025000,15573000,1724200,558100,450040
0.88162,1.0811,1.4538,0.22419,0.53987,0.53684,0.74504,741720,608820,430910,288460,418450,126760,78875,161260,293870,109550,49918,49161,66372,863660,0.023037,0.15833,0.1394,0.18882,0.17673,0.22203,0.22372,0.24385,0.18225,0.17363,0.20292,1.7901,1.9663E-07,0.76939,0.7189,33.547,6072400,3158300,0.77173,0.72037,33.635,0.68795,2452700,1865.2,0.76137,0.70937,33.243,117.86,73825000,14865000,1713600,559960,288460
0.83191,1.1778,1.3053,0.24612,0.54291,0.53099,0.46631,5622500,1414600,1380500,1281000,4033900,938870,536170,1006700,1725000,594040,256270,210250,237150,2453400,0.0066674,0.034003,0.040728,0.049967,0.054917,0.080353,0.08503,0.088147,0.097021,0.0903,0.08675,3.891,4.4696E-07,0.636,0.54465,28.025,4141400,755140,0.6336,0.54244,27.916,0.93353,2003800,1969.3,0.69157,0.60065,30.454,124.87,66406000,19113000,1854500,636690,636690
0.83919,1.3116,1.1089,0.25032,0.57515,0.53237,0.78982,1473600,794570,634890,501460,960380,235810,137070,277140,552130,190380,85839,81401,99878,1322700,0.01683,0.097953,0.098388,0.1528,0.11802,0.13871,0.1897,0.17797,0.13511,0.16667,0.14306,2.0775,2.4373E-07,0.72882,0.6689,31.976,4522900,1722200,0.72884,0.67134,31.976,0.72937,2346300,1987.8,0.73338,0.66345,32.156,125.11,76355000,16108000,1819300,607340,501460
0.76713,1.7278,2.0677,0.23587,0.62551,0.53833,0.57498,2454400,714470,630660,530940,1687000,431160,248230,478140,780620,270030,114060,90389,102080,1005600,0.011936,0.063629,0.061102,0.09791,0.095651,0.15408,0.15342,0.16279,0.16589,0.16637,0.17378,2.684,3.2204E-07,0.64873,0.58522,28.6,3764600,919390,0.6461,0.58984,28.482,0.87405,2050500,1804,0.6699,0.59467,29.531,121.38,73128000,14744000,1584800,513090,513090
0.89911,1.2792,1.3584,0.26433,0.78645,0.56272,0.9195,438530,282940,150060,69809,194210,47792,25451,54039,86948,30820,12636,14166,20173,239300,0.033341,0.25923,0.27764,0.37378,0.30524,0.41181,0.39915,0.46092,0.31859,0.32536,0.36564,1.7192,1.6268E-07,0.7697,0.69423,33.558,5612200,2541800,0.78113,0.70771,33.986,0.77964,1762100,1588.2,0.75159,0.68422,32.868,132.67,53614000,12265000,2268900,538410,69809
0.97287,0.95516,1.3789,0.24075,0.5701,0.52919,0.47702,3057600,1005300,909550,779260,2133800,546770,329730,592860,1033000,377080,154080,135460,159210,1601800,0.010046,0.048384,0.059954,0.071778,0.092828,0.10476,0.1104,0.14273,0.10922,0.10856,0.13882,2.6811,3.1096E-07,0.64826,0.58372,28.579,3427100,606350,0.6402,0.58504,28.216,0.80047,2367500,2135.3,0.68321,0.60433,30.102,123.8,77800000,16715000,2166400,648910,648910
0.80362,1.5902,1.4138,0.25219,0.44806,0.57197,0.41536,716800,974490,693130,478930,400010,102790,63604,136430,285290,128550,55832,64796,94741,1709100,0.024588,0.14559,0.1758,0.20561,0.19034,0.19339,0.15758,0.23485,0.13104,0.12966,0.13588,2.0037,2.6868E-07,0.91568,0.79161,38.595,3352300,1019900,0.91073,0.79268,38.437,0.66299,2274300,1808.1,0.92389,0.78958,38.854,123.73,59151000,18044000,1731700,672520,478930
0.9237,0.93457,1.584,0.24978,0.61465,0.54478,0.61089,2788800,732160,686070,603500,1934700,507970,305950,580940,940440,328010,142460,114630,116750,992280,0.01041,0.061578,0.055557,0.085581,0.087364,0.13672,0.11734,0.1422,0.1413,0.19982,0.17179,3.3005,4.1313E-07,0.62765,0.55714,27.642,3624300,770070,0.61479,0.54571,27.041,1.0497,1398400,1909.9,0.64495,0.54818,28.43,126.42,72685000,14550000,2071500,539540,539540
