Bsp_1982,Bsp_1983,Bsp_1984,Bsp_1985,Bsp_1986,Bsp_1987,Bsp_1988,Bsp_1989,Bsp_1990,Bsp_1991,Bsp_1992,Bsp_1993,Bsp_1994,Bsp_1995,Bsp_1996,Bsp_1997,Bsp_1998,Bsp_1999,Bsp_2000,Bsp_2001,Bsp_2002,Bsp_2003,Bsp_2004,Bsp_2005,Bsp_2006,Bsp_2007,Bsp_2008,Bsp_2009,Bsp_2010,Bsp_2011,Bsp_2012,Bsp_2013,Bsp_2014,Rec_1982,Rec_1983,Rec_1984,Rec_1985,Rec_1986,Rec_1987,Rec_1988,Rec_1989,Rec_1990,Rec_1991,Rec_1992,Rec_1993,Rec_1994,Rec_1995,Rec_1996,Rec_1997,Rec_1998,Rec_1999,Rec_2000,Rec_2001,Rec_2002,Rec_2003,Rec_2004,Rec_2005,Rec_2006,Rec_2007,Rec_2008,Rec_2009,Rec_2010,Rec_2011,Rec_2012
2042300,1976300,1793900,2930100,3752800,4417400,5031000,4621200,3939800,3757800,3096400,2907300,2454100,1884600,1681000,1418100,1154200,1077300,996260,694410,826480,893930,1070900,1502500,1501200,1368200,1467700,1542700,1239600,1113300,950590,737940,552630,78200000,540730,1632100,2916400,4030100,5285500,2049200,2145500,1873700,3420700,6290900,7474600,7835500,4545800,2495500,2153400,3461300,4331300,4599300,17387000,3843500,2760400,1423500,914810,750520,1216800,2415600,984160,354940,411790,1002300
1998200,1936700,1718300,2655500,3315300,3830100,4328100,3942600,3371300,3182900,2599000,2416300,2065600,1614900,1490100,1297500,1097100,1049600,982900,688820,834830,925130,1150700,1666700,1704600,1591500,1748800,1877600,1559700,1490300,1361800,1205100,1050500,65542000,538400,1619300,2897600,4014900,5277700,2045900,2144800,1874700,3426100,6309100,7511300,7897400,4585500,2532000,2214500,3515600,4531300,5006800,20112000,4335100,3433200,1879500,1246400,1133300,1916100,4171400,1820200,729860,979170,2969700
1376500,1369900,1268400,2244800,2946700,3536900,4033300,3707700,3128800,2980900,2444600,2274800,1877800,1406700,1258500,1058500,866640,801930,717490,470270,548060,592860,713410,1012200,1006000,919120,972930,984990,755220,657000,540810,423700,316370,66667000,495940,1371600,2509900,3656400,5050300,1898700,2045000,1769000,3208300,5840300,6798100,6991400,4066400,2123700,1744900,2764900,3360800,3357900,13779000,3201800,2349600,1239700,822000,693700,1208500,2464700,1054100,402850,446060,1360200
2344100,2249900,1996800,3045300,3791500,4366600,4942600,4512600,3876300,3676100,3019800,2827100,2437500,1930500,1795600,1594900,1387400,1374600,1344100,995660,1254600,1404600,1731300,2481000,2541000,2372000,2644100,2914000,2456400,2364000,2185300,1928600,1694000,73251000,563350,1767300,3145500,4262800,5453900,2177400,2247800,1996400,3696900,6927900,8494000,9171300,5361600,3150700,2881100,4989300,6061900,6947400,26395000,5537600,4452600,2442100,1666300,1435200,2428700,5049600,2118900,829680,1102400,3848700
1798500,1756600,1582900,2567000,3268000,3833700,4351600,3982900,3392500,3220300,2640300,2465700,2089600,1619000,1488600,1298600,1110400,1079400,1027300,734780,924320,1056100,1318600,1912900,1959600,1833200,2002700,2141700,1779600,1715000,1611100,1434300,1261400,68062000,527160,1557100,2804500,3937800,5236500,2026600,2138400,1875600,3443100,6378700,7662900,8139000,4773200,2709100,2410000,4113200,5199700,5570700,22218000,4695900,3670900,1904600,1259700,1103400,1986600,4429700,1997700,872930,1118200,3823200
1680400,1648500,1464700,2309000,2897200,3363800,3796500,3452800,2939600,2766400,2247900,2079800,1771100,1380000,1287900,1128700,963600,922650,854920,587170,712570,785660,937480,1312000,1303200,1186500,1269200,1318200,1043600,920110,767490,595140,446800,58999000,517760,1500200,2710100,3842200,5168100,1974900,2096800,1824700,3325100,6098100,7199600,7508800,4378900,2376800,2019200,3353500,4075900,4138800,15638000,3538900,2597800,1347500,853580,716470,1200600,2382700,956350,336250,411630,1051100
1385900,1378600,1278500,2268700,2981800,3581900,4086700,3759000,3172600,3025000,2482800,2312500,1909000,1430600,1280100,1079100,887610,827250,747250,497120,590690,651840,794480,1134800,1135000,1039800,1104400,1133900,887340,775080,638050,481800,352010,67558000,496860,1377500,2519900,3667100,5058400,1905300,2050800,1776600,3227300,5888700,6882700,7113100,4147900,2195700,1833600,2956700,3636600,3726600,14950000,3362600,2440000,1277700,828210,679370,1121700,2241700,926070,320950,368670,994940
1985900,1925700,1777700,3027400,3943800,4699800,5376500,4961600,4220600,4048100,3350300,3161300,2649500,2016100,1774400,1480900,1193700,1111800,1031600,725310,872020,945140,1140500,1616700,1629100,1502400,1632600,1733500,1404500,1308800,1177600,987650,814340,85228000,537900,1616800,2894400,4013400,5278000,2047200,2146700,1877800,3434300,6332600,7552100,7944600,4633300,2566600,2214800,3800500,4380800,4672100,18879000,4111800,3082600,1590600,1059700,921540,1563400,3223700,1372400,546030,685210,1978000
1637300,1608800,1478000,2530500,3290300,3920100,4470100,4110000,3483400,3322000,2731100,2553100,2125500,1604500,1422900,1186300,954250,873610,781930,517410,595300,632260,766230,1093800,1094300,1002000,1064200,1091600,850540,750780,635740,506240,382810,72048000,513970,1476600,2670200,3800300,5136800,1950100,2076000,1798100,3261400,5941900,6934300,7144700,4141400,2169000,1793500,2805800,3326800,3551400,14777000,3344100,2433100,1282200,863400,718470,1191000,2508000,1083700,411470,490770,1361600
1501500,1485800,1354900,2297800,2969700,3525300,4008300,3674500,3113600,2958700,2423900,2259400,1896400,1456000,1347200,1184600,1031500,1018500,977800,705690,920530,1071400,1292500,1808900,1800300,1635200,1752000,1843600,1491800,1354300,1149800,863730,653320,64813000,507220,1441900,2626600,3777700,5139200,1968100,2102900,1843400,3388300,6289300,7566900,8063900,4789600,2747800,2439600,4683500,5288500,5590500,19249000,3902000,2800800,1364800,863490,685070,1088500,2179800,843850,290840,310330,726160
2093800,2024500,1811600,2848800,3589100,4174000,4734000,4330400,3705600,3519200,2891400,2707800,2316500,1816800,1679500,1480000,1279100,1260400,1222900,898530,1140900,1271100,1508500,2095400,2092700,1913600,2092000,2244500,1831500,1717200,1534500,1273000,1067100,72026000,547430,1675700,2996800,4122200,5360600,2113300,2202100,1947100,3595500,6716800,8184300,8780000,5170000,3011400,2670500,5053000,5579900,5841800,21368000,4472700,3427800,1746000,1133700,958410,1656700,3335000,1402500,542230,642680,2147200
1457700,1445700,1408000,2741900,3735500,4595200,5300800,4933100,4160700,4027700,3350900,3165700,2581600,1905700,1655100,1379700,1139600,1100200,1054500,769830,1011000,1203500,1505900,2173900,2219700,2068600,2274900,2453800,2042300,1930800,1748100,1469600,1240900,89384000,504580,1427400,2606200,3762700,5133500,1968200,2106400,1851300,3413200,6361700,7705600,8282000,4937400,2888900,2635800,4966200,6039000,6547100,23803000,4898200,3755600,1963300,1249000,1033900,1723800,3552500,1488300,555710,706470,2160500
1852600,1806500,1586000,2398700,2958100,3388000,3810400,3453800,2957400,2775300,2252500,2083800,1804700,1441900,1392800,1275200,1153700,1169200,1148000,847370,1110200,1267600,1490500,2045300,2015400,1816500,1956000,2075000,1662700,1496600,1262900,927170,690930,57346000,532420,1590100,2862300,4000500,5285000,2066200,2172300,1919100,3545900,6630600,8084800,8690700,5154500,3027400,2681300,5332600,5821900,5819300,20134000,4042000,2828900,1377100,843890,666780,1040900,1960000,776990,256010,279900,650110
1591100,1567000,1498100,2797300,3760300,4583200,5273100,4893900,4134700,3988800,3310400,3122600,2558800,1892000,1624300,1319600,1036400,944090,853310,578560,685350,754390,951740,1404300,1451300,1377100,1530000,1646600,1372200,1343200,1295500,1264800,1168200,87504000,511610,1464200,2653900,3790300,5135200,1953700,2082500,1809600,3294100,6031500,7097100,7384500,4305600,2313800,1971800,3208600,3841600,4303900,18460000,4251300,3439800,1956700,1390100,1295300,2345700,5317600,2521300,1086400,1576200,5390000
1538600,1519100,1387100,2354600,3046200,3617900,4115900,3775100,3198500,3040800,2492300,2323000,1942900,1480700,1346400,1156800,972940,928200,861930,596520,736630,828750,1001700,1414800,1413100,1292100,1384800,1447300,1151800,1025500,867910,674660,521350,66457000,508520,1447200,2629600,3771700,5127100,1952100,2084700,1815500,3313600,6089400,7209100,7548700,4425900,2428800,2085100,3590200,4323900,4421400,16777000,3646400,2678100,1371100,878020,712230,1203700,2420700,985280,358670,440580,1431400
2306200,2213700,1936200,2843900,3475500,3944800,4437100,4022800,3459500,3250600,2646100,2450100,2118700,1680200,1567200,1380200,1177500,1134000,1071100,758860,916050,1014600,1287500,1895700,1973000,1874300,2089400,2285100,1949800,1931600,1874900,1811600,1687000,64332000,556720,1723300,3062200,4165000,5372700,2107100,2185500,1915900,3506500,6469200,7737500,8168800,4714200,2623100,2336300,3532300,4817300,5633500,22822000,5128500,4317800,2438900,1700500,1539200,2793800,6428800,2937400,1297300,1885800,6562800
1972800,1913700,1676000,2504900,3076200,3509600,3944400,3572100,3060100,2867700,2324600,2145000,1849600,1462600,1376800,1217700,1046200,1008200,943850,659480,802730,856590,979370,1324600,1282900,1141200,1204300,1230100,927390,782340,611580,400950,255360,58660000,536550,1608300,2879200,3996500,5264700,2036200,2137200,1865600,3404900,6263200,7436200,7773300,4542500,2485000,2073500,3867900,3905100,3856300,14772000,3224800,2232100,1087400,698250,550570,853350,1618600,644870,203560,202170,466320
1529600,1513400,1430600,2616000,3486100,4226600,4851500,4493300,3804700,3664400,3039900,2872200,2392600,1826900,1677400,1496400,1349700,1402600,1430500,1114500,1567800,1926800,2368600,3349800,3381000,3110300,3407000,3690500,3085000,2917200,2594400,2043900,1673700,80138000,513610,1486900,2712900,3885100,5233200,2054000,2183900,1956000,3673300,7020200,8846700,9876300,6014700,3837900,3660800,7843900,9239000,9541600,31656000,5861600,4205100,2011000,1185800,931150,1428800,2671400,1042100,355000,391000,1093400
2595600,2472600,2185700,3273500,4049800,4636400,5242700,4781100,4112500,3895200,3197600,2988500,2574200,2029600,1854200,1607400,1345200,1285400,1220000,878860,1055400,1113400,1284800,1743100,1707400,1524700,1630900,1728100,1370400,1219200,1013000,738310,531500,76311000,573710,1819800,3218500,4311000,5468700,2172200,2231600,1965200,3606100,6681700,8051900,8521700,4942000,2784900,2410200,4187600,4700000,4922600,17919000,3738800,2626900,1324500,861930,690370,1100700,2136000,863820,288230,301480,710090
1669200,1637800,1454600,2292700,2876200,3338800,3767100,3424600,2913700,2739700,2223800,2054300,1745400,1353600,1252400,1082500,903930,843540,759310,500620,576120,621290,785040,1163500,1203500,1146600,1273700,1368900,1149200,1141400,1131600,1190300,1149200,58597000,515890,1487400,2686200,3813700,5143900,1953400,2077100,1797900,3258900,5930900,6911300,7112000,4109300,2143300,1780500,2637900,3380000,3728200,16377000,3928300,3262300,1936000,1386700,1344800,2554200,6110800,2890700,1308900,2128500,7722900
2053300,1989400,1775000,2773900,3483000,4041700,4579300,4185000,3585100,3402100,2794000,2616800,2251600,1784200,1684100,1523300,1365000,1388500,1384100,1044900,1374200,1573000,1870100,2586600,2578400,2345100,2556500,2757600,2266100,2112300,1862700,1471900,1182500,69496000,547720,1681700,3014900,4153600,5393800,2147200,2235800,1994500,3714200,7015500,8697500,9489300,5634200,3412800,3113500,6119000,6906600,7230400,24480000,4916900,3565500,1772400,1092900,877010,1425800,2715200,1089600,373520,424090,1095100
1519300,1502400,1388900,2425500,3173900,3800400,4338200,3993700,3382400,3231700,2661200,2493100,2081400,1587800,1452700,1270800,1105500,1099600,1069500,787850,1049500,1231900,1464200,2024200,2000700,1810500,1952700,2075700,1667500,1485400,1237100,881290,627760,70757000,509320,1455600,2651000,3805300,5161500,1987100,2120000,1866400,3445000,6432900,7817200,8406900,5025500,2961500,2642200,5405000,6038200,5925000,20186000,4079000,2769300,1350200,834560,651430,995460,1803200,709690,228750,234430,500770
1461900,1448200,1295100,2104500,2667800,3123300,3527200,3208900,2718500,2556500,2072200,1911000,1612900,1242100,1152000,995400,832450,773520,687550,442620,501120,531260,648590,935310,940100,869930,924170,943310,747110,682530,616320,580880,504860,56325000,501660,1404500,2558400,3697300,5072200,1908900,2048400,1768900,3200700,5808000,6727100,6877500,3975200,2038600,1652900,2439300,3088200,3162900,13606000,3258200,2484600,1374700,945470,853350,1553100,3525900,1582300,648090,870550,3002200
1649200,1620000,1446700,2314000,2921600,3408200,3852900,3510200,2985000,2814800,2291200,2122900,1800500,1395400,1293400,1126100,954710,909380,838850,573320,692200,757820,912110,1290200,1288800,1180000,1264900,1308000,1033600,933950,803060,644340,505800,60385000,515570,1487300,2689700,3823000,5155500,1966500,2090800,1818000,3310700,6066300,7148600,7441000,4342400,2342100,1976100,3346200,3842000,3997900,15984000,3562500,2619100,1339400,880730,746180,1267300,2606200,1101900,428970,519280,1705100
1693600,1659800,1508800,2514200,3234500,3823900,4348800,3987100,3384000,3216000,2636400,2458000,2056200,1560400,1389700,1158900,927020,839090,739750,478320,531420,546060,643830,899430,881680,791990,819750,812020,601580,482310,350860,234630,147250,69204000,517000,1493000,2693000,3816700,5142900,1949900,2072200,1790100,3237500,5874200,6810100,6962400,4012800,2057900,1663600,2458400,3005800,3079800,12663000,2941800,2113100,1115000,723860,572700,938760,1879200,768220,259420,291950,777720
1919400,1865000,1640600,2488500,3076200,3528000,3971400,3602200,3080200,2891100,2346200,2167000,1858300,1457600,1356100,1182400,996260,941690,864320,588120,692880,731430,850740,1170100,1145100,1027800,1080100,1097000,835990,712670,574610,423670,303380,59752000,532260,1582200,2835000,3950900,5231100,2010100,2115700,1839100,3343700,6116000,7194000,7459200,4328700,2311600,1919800,3202000,3568700,3626700,14234000,3216800,2310400,1161000,757950,615670,1028200,2056100,861940,308010,379060,1120100
2004400,1940900,1684700,2453800,2975900,3360700,3761400,3390300,2907100,2707200,2179800,1996300,1726000,1365400,1281300,1118000,934560,867990,777660,509990,570610,583140,684160,952130,933700,839150,868220,861940,646590,541500,427130,316040,214720,54979000,535820,1599900,2857400,3962300,5230200,2001800,2103500,1819100,3289700,5972300,6941000,7107800,4083000,2105200,1708900,2510900,3080500,3137700,13049000,3024400,2168100,1149000,748850,616540,1041200,2188600,953120,343030,421730,1145800
1725700,1689000,1523200,2485700,3170400,3724600,4226200,3865500,3285100,3113100,2546200,2369000,1992300,1522800,1370400,1154800,935420,855400,760970,497530,560700,583020,697520,986500,978690,889820,937080,952660,732430,633400,520610,413740,309480,66572000,519260,1506300,2714300,3837100,5156500,1959400,2079200,1798200,3255600,5916500,6878400,7054200,4071600,2105300,1718300,2589100,3115400,3281100,13676000,3138900,2304900,1235200,836570,695090,1184700,2528200,1073700,395240,463510,1355100
1910200,1860700,1645900,2530400,3147400,3628600,4095800,3728300,3195800,3017800,2466300,2299400,1994500,1602200,1560500,1457200,1359400,1424600,1448600,1113300,1515300,1779700,2103300,2883200,2848900,2567500,2783700,3000000,2445900,2236900,1906800,1393100,1046200,61958000,540140,1640900,2955500,4108100,5373200,2142000,2239700,2007800,3760100,7155400,8971600,9897400,5933100,3700200,3408200,7065000,8088600,7973700,25804000,4833400,3243300,1565500,932970,697110,1060200,1894000,744240,239820,231760,579250
2489300,2378400,2089300,3085500,3787600,4311700,4862100,4421000,3806400,3592200,2938800,2736000,2367100,1879400,1745400,1539000,1318000,1281800,1230300,892540,1091600,1184500,1430800,2022900,2048600,1894700,2087800,2269500,1880000,1793200,1658200,1467200,1279400,70293000,568930,1794700,3181300,4282300,5454900,2167300,2231900,1969500,3622900,6732300,8147900,8676600,5038400,2870100,2545700,4310500,5077100,5684700,22021000,4690200,3748400,1998800,1372600,1207400,2073100,4479200,1899600,785080,996990,2880100
1617300,1592200,1459700,2488500,3228800,3842200,4379300,4025600,3416600,3259400,2682100,2513100,2110900,1621500,1489400,1307200,1137700,1130700,1099900,808010,1060900,1255400,1600200,2352800,2444600,2319200,2594500,2837500,2405400,2349000,2218800,1999600,1782300,70474000,516360,1496900,2715500,3865000,5199100,2011000,2135700,1882200,3475600,6492000,7893400,8507000,5055700,2962100,2721600,5039400,5966800,6946800,26415000,5767500,4693900,2514200,1705800,1476700,2527800,5224400,2296300,944750,1207100,3550800
1565100,1542800,1459400,2671200,3562900,4320500,4958900,4590500,3878600,3729300,3085700,2900300,2379600,1761400,1517300,1230100,958570,858800,757430,494320,558990,583520,695290,983680,977870,895010,954620,969280,748550,664900,574340,498510,399730,81939000,508950,1447200,2624300,3757800,5109800,1932600,2064100,1785200,3234300,5881900,6840600,7020800,4068000,2109700,1718200,2693900,3131400,3197200,13603000,3249400,2381600,1274000,865920,791550,1352600,2859100,1300400,517360,695830,1825800
2068600,2001100,1787200,2800200,3521100,4089200,4633900,4234600,3622200,3434800,2817500,2633200,2250000,1760000,1621100,1418200,1211600,1178700,1128000,815000,1016300,1121100,1349200,1898400,1908300,1750100,1909900,2041600,1665300,1548900,1368000,1106800,888690,70458000,544530,1657100,2963000,4084200,5330200,2087700,2179800,1918400,3527500,6553200,7909900,8417800,4938000,2807200,2474300,4521400,4876100,5510200,20604000,4378700,3233300,1655200,1074900,888260,1419500,2836000,1157000,397520,478500,1231800
1869900,1823000,1699900,2972600,3909000,4691600,5378700,4975800,4229900,4070300,3378100,3199000,2684600,2056000,1845400,1592300,1357100,1339800,1314000,983300,1282100,1482500,1832300,2631200,2697900,2530200,2814900,3076800,2594000,2521200,2378600,2129200,1900400,86388000,534980,1607200,2894000,4037600,5315800,2093000,2196400,1950900,3623600,6821200,8405000,9145300,5436100,3261700,3000900,5753800,6641000,7318300,27492000,5851300,4732300,2438900,1624800,1421400,2498900,5293700,2301600,992020,1367800,4451700
